customerID,Genero,Idoso,Casado,Dependents,Tempo_como_Cliente,PhoneService,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,PaymentMethod,Pagamento_Mensal,Total_Pago,Churn
3088-fvywk,male,0,1,1,53,,0,no internet service,no internet service,no internet service,two year,credit card (automatic),25.55,1336.1,0
3276-hdueg,female,0,0,0,1,,fiber optic,0,0,0,month-to-month,mailed check,75.05,75.05,1
9092-gdzko,male,0,0,0,22,,0,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),24.85,493.4,0
0823-hscdj,male,1,0,0,52,,dsl,0,0,1,month-to-month,electronic check,49.15,2550.9,1
3729-owrvl,male,1,0,0,65,,fiber optic,1,1,1,two year,electronic check,110.35,7246.15,0
2324-aalno,female,0,0,0,48,,0,no internet service,no internet service,no internet service,one year,bank transfer (automatic),24.55,1203.95,0
0822-gavap,female,0,0,0,2,,dsl,0,0,0,month-to-month,electronic check,34.7,62.25,1
5760-ifjoz,male,0,0,0,3,,fiber optic,0,0,1,month-to-month,mailed check,107.95,313.6,0
2826-uwhis,male,0,1,0,45,,fiber optic,0,0,0,month-to-month,bank transfer (automatic),81.4,3775.85,0
1448-pwkye,male,0,1,1,1,,fiber optic,0,0,0,month-to-month,electronic check,80.0,80.0,1
7501-iwung,female,0,1,1,61,,dsl,0,1,1,two year,bank transfer (automatic),71.45,4616.05,0
4957-treir,male,0,0,0,3,,dsl,1,1,1,month-to-month,credit card (automatic),71.45,195.65,0
7251-ljbqn,female,1,0,0,40,,fiber optic,0,1,1,one year,credit card (automatic),71.45,4188.4,0
8040-mnrtf,female,0,0,0,1,,fiber optic,0,0,0,month-to-month,mailed check,71.45,71.1,0
1536-hbswp,female,0,0,0,1,,dsl,0,1,0,month-to-month,electronic check,71.45,49.9,0
5313-fpxwg,male,0,0,0,51,,0,no internet service,no internet service,no internet service,one year,bank transfer (automatic),71.45,1266.4,0
0067-dkwbl,male,1,0,0,2,,dsl,1,0,0,month-to-month,electronic check,71.45,91.1,1
0946-fkytx,male,0,0,0,52,,dsl,0,0,0,one year,mailed check,71.45,1623.4,0
5076-yvxcm,male,0,0,0,51,,fiber optic,0,0,0,month-to-month,bank transfer (automatic),83.4,4149.45,0
8262-coggb,male,0,0,0,1,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,20.45,20.45,0
6663-jocqo,male,0,1,1,31,,dsl,1,1,0,one year,bank transfer (automatic),75.25,2344.5,0
9620-qjrev,male,0,0,1,47,,0,no internet service,no internet service,no internet service,one year,credit card (automatic),20.55,1013.05,0
2276-ydavz,female,0,0,0,3,,fiber optic,0,0,0,month-to-month,credit card (automatic),75.1,270.7,1
2682-kevrp,female,1,0,0,22,,0,no internet service,no internet service,no internet service,one year,mailed check,20.05,417.0,0
2480-jzosn,female,0,1,0,1,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,20.65,20.65,0
0078-xzmht,male,0,1,0,72,,dsl,0,1,1,two year,bank transfer (automatic),85.15,6316.2,0
5896-npfww,male,0,1,1,3,,dsl,0,0,0,month-to-month,electronic check,50.15,168.15,1
9978-hycin,male,1,1,1,47,,fiber optic,0,0,1,one year,bank transfer (automatic),84.95,4018.05,0
8338-qiunr,male,0,1,1,72,,dsl,1,1,0,two year,credit card (automatic),66.5,4811.6,0
1525-lnloj,male,0,1,1,66,,dsl,0,0,1,two year,bank transfer (automatic),63.3,4189.7,0
9450-trjuu,male,0,0,0,35,,fiber optic,0,0,1,month-to-month,electronic check,83.15,2848.45,0
1766-gknmi,male,0,0,0,29,,fiber optic,0,0,0,month-to-month,electronic check,84.9,2516.2,0
6942-lbfdp,female,0,0,0,2,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,20.55,33.6,0
1456-twcgb,male,0,0,0,4,,dsl,0,0,0,month-to-month,mailed check,49.25,208.45,0
7133-vbdcg,female,0,0,0,25,,fiber optic,1,0,0,month-to-month,bank transfer (automatic),79.85,2015.35,1
7596-zywbb,female,0,0,0,65,,dsl,1,1,0,two year,mailed check,59.6,3739.8,0
8329-utmvm,male,1,0,0,27,,fiber optic,0,1,1,one year,bank transfer (automatic),104.65,2964.0,0
3014-wjksm,male,0,1,0,29,,fiber optic,0,0,0,month-to-month,credit card (automatic),75.3,2263.4,0
3347-yjzze,male,0,1,1,29,,dsl,0,0,1,month-to-month,credit card (automatic),80.1,2211.8,0
1029-qfben,male,0,0,0,1,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,19.55,19.55,1
7929-dmbcv,female,0,1,0,20,,fiber optic,0,1,0,month-to-month,mailed check,81.0,1683.7,0
9661-jalzv,female,0,0,0,58,,0,no internet service,no internet service,no internet service,two year,credit card (automatic),24.7,1519.0,0
5433-kyghe,female,0,0,1,14,,fiber optic,1,1,0,month-to-month,mailed check,86.0,1164.05,0
4312-kfrxn,male,0,1,0,72,,0,no internet service,no internet service,no internet service,two year,mailed check,25.4,1710.9,0
5575-tpizq,male,0,0,0,46,,fiber optic,1,0,1,month-to-month,credit card (automatic),89.15,4245.55,0
0114-igabw,female,0,1,0,71,,dsl,0,1,1,two year,bank transfer (automatic),58.25,4145.9,0
9944-aexbm,male,0,0,0,32,,fiber optic,0,0,0,month-to-month,bank transfer (automatic),85.65,2664.3,0
1853-araaq,female,0,0,0,26,,dsl,0,0,1,month-to-month,credit card (automatic),50.35,1277.5,0
6952-omnwb,male,1,1,0,68,,fiber optic,0,0,0,month-to-month,credit card (automatic),80.35,5589.3,0
4697-lupsu,male,0,1,1,2,,0,no internet service,no internet service,no internet service,one year,mailed check,20.2,34.75,0
8434-vgeqq,male,0,1,1,61,,0,no internet service,no internet service,no internet service,two year,credit card (automatic),20.55,1305.95,0
4952-ysogz,female,0,1,1,4,,fiber optic,0,0,0,month-to-month,electronic check,85.95,381.3,1
1589-agtlk,male,0,0,0,3,,dsl,0,0,0,month-to-month,electronic check,45.35,141.5,1
5244-irfih,male,1,1,0,33,,fiber optic,0,0,1,month-to-month,electronic check,94.5,3105.55,1
6549-ymfaw,male,1,1,0,9,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,21.25,204.55,0
4950-hkqte,female,0,0,0,22,,0,no internet service,no internet service,no internet service,two year,mailed check,26.25,605.9,0
6786-obwqr,female,0,1,1,5,,fiber optic,0,0,1,month-to-month,electronic check,80.85,356.1,0
2684-eiweo,female,1,0,0,30,,fiber optic,1,0,0,month-to-month,credit card (automatic),91.7,2758.15,1
2753-jmmcv,male,0,0,0,65,,dsl,0,1,0,two year,credit card (automatic),74.2,4805.65,0
6439-gtpca,female,0,0,0,45,,fiber optic,0,1,0,month-to-month,electronic check,87.25,3941.7,1
6621-yobki,male,0,0,0,5,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,20.35,92.75,0
1216-jwvux,male,0,1,1,25,,fiber optic,0,0,0,month-to-month,electronic check,75.5,1901.05,0
7564-ghcvb,female,0,1,1,72,,fiber optic,1,0,0,two year,bank transfer (automatic),79.05,5730.7,0
1173-noeyg,female,0,1,0,27,,fiber optic,0,0,0,month-to-month,bank transfer (automatic),90.15,2423.4,0
7595-ehcdl,male,0,1,1,32,,dsl,0,0,1,month-to-month,credit card (automatic),50.6,1653.45,0
6647-zedxt,female,0,0,0,30,,fiber optic,0,1,1,one year,credit card (automatic),110.45,3327.05,0
2521-npuzr,male,0,1,0,70,,fiber optic,1,1,0,two year,credit card (automatic),101.0,7085.5,0
1307-tvufb,male,1,0,0,42,,fiber optic,0,0,0,month-to-month,bank transfer (automatic),79.35,3344.1,0
7503-mioga,female,1,1,0,72,,dsl,1,1,1,two year,bank transfer (automatic),89.85,6697.35,0
4381-mhqdc,female,0,0,0,47,,dsl,1,1,0,two year,mailed check,65.0,2879.9,0
6923-jhpmp,female,0,0,0,2,,fiber optic,1,0,0,month-to-month,electronic check,80.45,137.1,0
5138-wvkyj,male,0,0,0,10,,fiber optic,1,0,1,month-to-month,electronic check,98.55,1008.55,1
4018-ppndw,female,0,1,1,61,,0,no internet service,no internet service,no internet service,two year,mailed check,24.1,1551.6,0
1635-fjfcc,female,0,0,0,5,,dsl,0,0,0,month-to-month,credit card (automatic),44.05,202.15,0
2499-ajyua,female,1,1,0,72,,fiber optic,0,1,1,two year,credit card (automatic),110.8,7882.25,0
6919-elbgl,male,1,1,1,72,,fiber optic,1,1,1,two year,bank transfer (automatic),114.95,8196.4,0
3966-hrmza,female,1,0,0,3,,fiber optic,0,0,0,month-to-month,mailed check,75.05,202.9,0
6425-jwtdv,male,0,1,0,48,,0,no internet service,no internet service,no internet service,two year,mailed check,19.25,855.1,0
8405-igqfx,female,0,0,0,63,,fiber optic,0,1,1,one year,credit card (automatic),90.05,5817.0,0
8224-ivvpa,female,0,0,0,27,,dsl,1,0,0,month-to-month,mailed check,56.7,1652.95,0
9477-lgwqi,male,0,1,1,70,,dsl,1,0,1,two year,credit card (automatic),80.15,5600.15,0
1410-rscmr,male,0,1,1,7,,dsl,1,1,0,month-to-month,credit card (automatic),71.35,515.75,0
3115-czmzd,male,0,0,1,0,,0,no internet service,no internet service,no internet service,two year,mailed check,20.25,40.5,0
0139-ivfjg,female,0,1,0,2,,fiber optic,1,0,1,month-to-month,electronic check,90.35,190.5,0
6683-vlctz,male,1,0,0,20,,fiber optic,0,0,1,month-to-month,electronic check,98.55,1842.8,1
5730-dbdsi,male,0,0,0,66,,0,no internet service,no internet service,no internet service,two year,bank transfer (automatic),19.7,1253.8,0
0030-fnxpp,female,0,0,0,3,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,19.85,57.2,0
2189-wwoew,female,0,0,1,15,,fiber optic,0,0,0,month-to-month,bank transfer (automatic),85.9,1269.55,1
5684-fjvyr,female,0,1,1,72,,fiber optic,1,1,0,two year,bank transfer (automatic),90.35,6563.4,0
4013-guxnd,male,0,0,0,1,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,20.8,20.8,0
1894-igfsg,female,0,0,0,22,,fiber optic,0,0,1,month-to-month,electronic check,89.25,1907.85,1
7379-pokdz,male,0,1,0,3,,fiber optic,0,0,0,month-to-month,electronic check,70.3,208.85,1
1266-nzyui,female,0,1,1,72,,dsl,1,1,0,two year,bank transfer (automatic),66.85,4758.8,0
7969-ffowg,male,0,1,1,65,,0,no internet service,no internet service,no internet service,two year,mailed check,19.9,1292.6,0
4718-dhsmv,female,0,0,0,11,,dsl,0,0,1,month-to-month,mailed check,35.8,363.15,0
5175-wlyxl,male,0,0,0,22,,fiber optic,0,0,0,month-to-month,mailed check,78.85,1600.25,0
7817-omjna,male,0,0,0,14,,0,no internet service,no internet service,no internet service,one year,bank transfer (automatic),20.4,275.7,0
8728-skjlr,male,0,0,0,41,,fiber optic,0,1,0,month-to-month,electronic check,74.25,3089.1,0
3137-nyqqi,male,0,1,0,17,,dsl,1,0,0,one year,mailed check,64.8,1175.6,0
7706-dznkk,male,0,0,0,11,,0,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),20.45,237.3,0
0236-hfwsv,male,0,0,0,15,,fiber optic,0,0,1,month-to-month,electronic check,93.35,1444.65,1
3900-aqphz,female,0,0,0,1,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,19.9,19.9,1
5842-pocop,female,0,1,0,5,,fiber optic,1,0,0,month-to-month,mailed check,88.9,454.15,1
2037-xjfup,male,0,1,0,33,,fiber optic,0,0,1,one year,electronic check,95.8,3036.75,1
8823-rlpwl,female,0,1,0,72,,fiber optic,1,0,1,two year,credit card (automatic),110.65,8065.65,0
9505-sqfsw,female,0,1,1,3,,dsl,0,0,0,month-to-month,mailed check,40.3,92.5,0
7314-oxenn,male,0,0,0,2,,fiber optic,0,0,0,month-to-month,electronic check,82.0,184.65,1
3758-ckoql,female,0,1,0,59,,fiber optic,1,1,0,one year,credit card (automatic),107.0,6152.3,0
0322-chqru,male,0,0,0,2,,dsl,0,0,0,month-to-month,electronic check,45.35,89.5,1
5676-cflyy,male,0,1,1,71,,dsl,0,1,1,two year,credit card (automatic),73.35,5154.5,0
7521-afhab,female,0,1,1,5,,dsl,0,0,0,month-to-month,mailed check,44.8,220.45,0
0285-inhln,male,0,1,1,27,,dsl,1,0,0,month-to-month,credit card (automatic),54.75,1510.3,0
4678-dvqeo,female,0,0,0,1,,dsl,0,1,0,month-to-month,electronic check,52.2,52.2,1
5125-cndsp,male,0,0,1,63,,dsl,1,1,0,one year,bank transfer (automatic),40.6,2588.95,0
0691-ifbqw,female,1,0,0,46,,fiber optic,1,0,1,one year,electronic check,110.0,4874.8,1
4992-ltjne,male,0,1,1,72,,dsl,1,0,0,two year,bank transfer (automatic),55.3,3983.6,0
2202-outmo,female,0,1,0,34,,dsl,1,1,0,month-to-month,bank transfer (automatic),60.85,2003.6,0
0810-bdhaw,female,0,1,1,24,,dsl,1,0,1,one year,electronic check,78.4,1832.4,0
0229-lfjaf,male,0,0,0,72,,dsl,1,1,0,two year,bank transfer (automatic),69.65,4908.25,0
7131-zqznk,female,0,1,1,60,,dsl,1,1,1,two year,credit card (automatic),59.85,3590.2,0
3442-zhhcc,male,0,0,0,68,,dsl,1,0,0,one year,credit card (automatic),76.9,5023.0,0
5726-cvnya,female,0,1,1,8,,0,no internet service,no internet service,no internet service,two year,mailed check,19.85,146.6,0
9871-eleya,female,0,0,1,34,,dsl,1,1,1,two year,credit card (automatic),67.65,2339.3,0
4257-gaesd,female,0,0,0,6,,dsl,0,0,1,month-to-month,credit card (automatic),45.0,298.7,0
5173-wxoqv,male,0,1,0,2,,dsl,0,1,0,month-to-month,mailed check,64.2,143.65,0
2040-obmlj,male,0,0,0,31,,fiber optic,0,1,0,one year,credit card (automatic),81.7,2548.65,0
6286-zhaok,female,0,1,1,20,,0,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),25.55,507.4,0
3807-xhcjh,female,0,1,1,1,,0,no internet service,no internet service,no internet service,month-to-month,electronic check,20.0,20.0,0
3009-jwmpu,male,0,0,0,62,,fiber optic,0,0,1,one year,electronic check,96.75,6125.4,1
5671-rqrlp,female,1,1,0,70,,fiber optic,0,0,0,two year,credit card (automatic),75.65,5411.4,0
1450-galxr,female,0,0,0,10,,fiber optic,0,1,1,month-to-month,electronic check,98.5,1058.25,1
8859-axjzp,male,0,1,1,39,,0,no internet service,no internet service,no internet service,two year,mailed check,23.8,903.8,0
3174-akmas,female,0,1,0,46,,dsl,0,1,1,two year,credit card (automatic),64.2,3009.5,0
3138-bkyav,male,0,0,0,6,,fiber optic,0,0,1,month-to-month,electronic check,85.35,489.45,1
9926-pjhdq,female,0,1,1,72,,dsl,0,0,1,two year,bank transfer (automatic),76.8,5468.45,0
7382-dfjtu,male,0,0,0,18,,dsl,0,1,0,month-to-month,credit card (automatic),55.2,1058.1,0
2798-nylmz,male,0,1,0,71,,fiber optic,1,1,1,two year,credit card (automatic),108.55,7616.0,0
4289-dtdkw,male,0,1,0,40,,fiber optic,0,0,1,month-to-month,electronic check,101.3,4113.1,1
1820-tqvev,male,0,0,0,1,,fiber optic,0,0,0,month-to-month,electronic check,69.55,69.55,1
2239-jalaw,male,0,0,0,58,,fiber optic,0,0,1,one year,bank transfer (automatic),103.25,6017.65,1
4853-rulsv,male,0,0,0,70,,fiber optic,1,1,1,two year,credit card (automatic),104.0,7250.15,1
8098-tdcbu,female,0,1,0,42,,0,no internet service,no internet service,no internet service,two year,electronic check,25.25,1108.2,0
3551-gaegl,male,0,1,1,34,,dsl,1,0,0,one year,bank transfer (automatic),30.4,938.65,0
4785-nkhcx,male,1,0,0,5,,0,no internet service,no internet service,no internet service,month-to-month,bank transfer (automatic),20.05,94.15,0
3196-nvxlz,female,0,0,0,25,,fiber optic,0,0,1,month-to-month,mailed check,84.6,2088.05,0
6275-yduvo,female,0,0,0,2,,fiber optic,0,0,0,month-to-month,mailed check,86.2,178.7,1
0036-ihmot,female,0,1,1,55,,fiber optic,0,1,1,one year,bank transfer (automatic),103.7,5656.75,0
0115-tfert,male,0,1,0,21,,fiber optic,0,1,1,month-to-month,electronic check,111.2,2317.1,1
4178-egmon,male,0,1,0,70,,fiber optic,1,1,0,two year,credit card (automatic),88.0,5986.45,0
4220-tinqt,female,0,1,0,61,,fiber optic,0,1,1,month-to-month,electronic check,106.35,6751.35,0
5318-ykdpv,male,0,1,1,43,,dsl,1,1,1,two year,credit card (automatic),79.15,3566.6,0
7975-tzmlr,male,0,0,0,47,,fiber optic,0,0,1,one year,electronic check,103.1,4889.3,0
0295-qvkpb,male,0,0,0,5,,dsl,0,1,1,month-to-month,credit card (automatic),63.95,318.1,0
4335-bsmjs,female,0,0,0,62,,0,no internet service,no internet service,no internet service,two year,credit card (automatic),25.8,1563.95,0
2311-qymuq,female,0,1,1,16,,fiber optic,0,0,1,month-to-month,credit card (automatic),89.45,1430.25,1
3643-ahcfp,male,1,1,0,7,,fiber optic,0,0,1,month-to-month,bank transfer (automatic),95.6,644.35,1
9146-jriox,female,0,1,1,14,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,25.55,372.45,0
3104-owcgk,male,0,1,1,60,,fiber optic,0,0,1,one year,electronic check,90.95,5453.4,1
5337-iiwkz,male,0,1,1,34,,dsl,0,1,1,month-to-month,electronic check,44.85,1442.6,0
9101-bwfss,female,0,1,0,50,,fiber optic,1,1,1,one year,electronic check,108.55,5610.7,1
9650-vbuog,male,0,1,1,38,,0,no internet service,no internet service,no internet service,two year,credit card (automatic),25.05,963.95,0
3487-earat,female,0,1,1,70,,dsl,1,1,0,one year,credit card (automatic),74.1,5222.3,0
2672-tgeff,female,0,1,1,37,,fiber optic,0,0,1,month-to-month,electronic check,88.8,3340.55,0
9231-zjyam,female,1,0,0,4,,fiber optic,0,0,1,month-to-month,electronic check,78.85,292.8,1
4250-waroz,male,1,1,1,60,,fiber optic,1,0,0,month-to-month,electronic check,93.25,5774.55,0
8184-wmofi,male,0,1,1,62,,dsl,1,1,0,one year,credit card (automatic),71.4,4487.3,0
6982-sshfk,male,0,0,0,1,,dsl,0,0,0,month-to-month,mailed check,44.4,44.4,1
6092-qzvpp,male,0,0,0,36,,dsl,1,1,1,month-to-month,credit card (automatic),79.2,2854.95,0
4625-lamob,male,0,0,0,44,,0,no internet service,no internet service,no internet service,two year,credit card (automatic),20.4,905.55,0
0727-bmplr,female,1,0,0,55,,fiber optic,0,0,1,one year,electronic check,100.0,5509.3,1
0392-bziuw,female,0,1,0,72,,fiber optic,1,0,1,two year,credit card (automatic),105.0,7589.8,0
1038-zagbi,female,0,1,1,12,,0,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.8,229.6,1
6549-nndyt,female,0,0,0,13,,dsl,1,0,0,month-to-month,bank transfer (automatic),30.85,394.1,0
3027-ztdho,male,0,0,0,1,,fiber optic,0,0,1,month-to-month,electronic check,89.9,89.9,1
0422-ohqhq,female,0,1,1,15,,0,no internet service,no internet service,no internet service,one year,mailed check,20.55,295.95,0
6916-hijse,female,0,0,0,65,,dsl,1,1,1,two year,bank transfer (automatic),84.85,5459.2,0
2316-esmls,female,0,1,1,12,,dsl,1,1,0,one year,credit card (automatic),33.15,444.75,0
9778-ogkqz,male,0,1,0,72,,dsl,1,1,1,two year,credit card (automatic),92.0,6782.15,0
7408-ofwxj,female,0,1,1,72,,dsl,1,1,1,two year,credit card (automatic),89.8,6510.45,0
6007-tctst,female,0,1,1,72,,fiber optic,1,1,1,two year,bank transfer (automatic),115.8,8476.5,0
2252-nknsi,male,0,0,1,52,,dsl,1,1,1,two year,mailed check,85.15,4461.85,0
8713-igzso,male,0,0,0,2,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,24.85,62.0,0
7905-tvxta,female,0,0,0,5,,dsl,1,1,1,month-to-month,electronic check,64.35,352.65,0
7695-pklcz,female,0,0,0,68,,0,no internet service,no internet service,no internet service,two year,credit card (automatic),20.5,1424.9,0
2382-bckqj,female,0,0,1,62,,fiber optic,0,0,1,one year,electronic check,100.15,6413.65,1
8374-uulrv,male,0,0,0,72,,dsl,1,1,1,two year,credit card (automatic),86.05,6309.65,0
2207-nhrjk,male,0,0,0,1,,dsl,0,0,0,month-to-month,electronic check,50.8,50.8,1
3224-dfqnq,female,0,1,0,66,,fiber optic,1,1,0,one year,electronic check,89.0,5898.6,0
5275-pmfut,male,0,1,1,72,,dsl,1,1,1,two year,credit card (automatic),64.8,4719.75,0
4795-uxvcj,male,0,0,0,26,,0,no internet service,no internet service,no internet service,one year,credit card (automatic),19.8,457.3,0
9777-iqhwp,male,0,1,1,64,,fiber optic,1,0,0,two year,bank transfer (automatic),93.4,5822.3,0
0947-mugvo,male,1,1,0,20,,fiber optic,0,0,0,month-to-month,electronic check,73.65,1463.5,1
9944-hkvvb,female,0,0,0,3,,fiber optic,0,0,1,month-to-month,electronic check,95.1,307.4,1
4124-mmetb,male,0,0,0,22,,fiber optic,0,0,1,month-to-month,credit card (automatic),94.65,2104.55,1
3671-shrsp,male,0,1,0,4,,fiber optic,0,1,0,month-to-month,mailed check,80.6,319.15,1
0979-mozqi,male,0,1,0,62,,dsl,0,1,1,two year,bank transfer (automatic),39.0,2337.45,0
2732-isezx,female,0,0,0,5,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,20.5,104.3,0
3313-qknkb,male,0,1,0,59,,fiber optic,0,0,0,one year,electronic check,85.55,5084.65,1
0323-xwwtn,male,0,0,1,3,,0,no internet service,no internet service,no internet service,two year,mailed check,26.4,121.25,0
1937-otuky,female,0,1,0,72,,fiber optic,1,1,1,two year,bank transfer (automatic),98.2,7015.9,0
1573-lgxba,male,0,1,1,57,,fiber optic,0,0,1,one year,credit card (automatic),97.55,5598.0,0
1764-vuumt,male,0,0,1,66,,0,no internet service,no internet service,no internet service,two year,credit card (automatic),19.95,1269.1,0
5073-wxoyn,female,0,0,0,60,,dsl,0,0,1,month-to-month,electronic check,50.8,3027.4,1
4713-zburt,male,0,0,1,45,,fiber optic,0,0,1,two year,bank transfer (automatic),99.7,4634.35,0
3050-gbush,female,0,0,0,3,,dsl,0,0,1,month-to-month,credit card (automatic),34.8,113.95,0
0207-mdknv,female,0,0,0,15,,fiber optic,1,1,1,month-to-month,electronic check,105.1,1582.75,1
7876-aehig,female,0,0,1,51,,dsl,1,1,1,one year,bank transfer (automatic),60.15,3077.0,0
7945-hlkea,female,0,0,0,60,,dsl,1,1,0,one year,electronic check,64.75,4039.5,0
9342-vnimq,male,0,0,0,33,,dsl,0,0,0,month-to-month,bank transfer (automatic),54.65,1665.2,0
9851-kielu,male,0,0,0,10,,fiber optic,1,1,1,month-to-month,electronic check,110.1,1043.3,1
3523-brguw,male,1,0,0,26,,0,no internet service,no internet service,no internet service,one year,credit card (automatic),19.3,504.2,0
3908-blsyf,female,0,0,0,6,,fiber optic,0,0,0,month-to-month,electronic check,83.9,497.55,1
3199-npkcn,female,0,1,0,67,,fiber optic,1,1,1,one year,electronic check,111.25,7511.65,0
5170-ptrka,female,0,1,1,49,,dsl,1,1,0,one year,credit card (automatic),35.8,1782.0,0
4661-njeux,male,0,0,0,1,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,20.05,20.05,0
2123-ageen,female,1,0,0,7,,fiber optic,0,0,1,month-to-month,electronic check,84.35,609.65,0
1258-ymznm,female,1,0,0,27,,fiber optic,1,0,1,one year,bank transfer (automatic),110.5,2857.6,0
0048-lumls,male,0,1,1,37,,fiber optic,0,0,1,one year,credit card (automatic),91.2,3247.55,0
7549-mygpk,female,0,1,1,63,,fiber optic,1,0,1,month-to-month,electronic check,100.55,6215.35,1
5898-igslp,male,0,1,1,31,,fiber optic,1,1,0,month-to-month,electronic check,89.3,2823.0,0
3804-rvtgv,male,0,1,1,50,,fiber optic,0,0,1,month-to-month,bank transfer (automatic),103.85,5017.9,1
6259-wjqlc,male,1,0,0,32,,fiber optic,0,0,0,month-to-month,credit card (automatic),81.1,2619.25,0
9227-lunbg,female,0,0,0,1,,dsl,0,0,0,month-to-month,electronic check,24.6,24.6,1
7997-eassd,female,0,1,0,63,,fiber optic,0,1,0,one year,credit card (automatic),81.2,4965.1,0
0730-koave,male,0,0,0,30,,fiber optic,1,0,0,month-to-month,credit card (automatic),94.3,2679.7,0
8975-skgrx,male,0,1,0,71,,fiber optic,1,1,1,two year,bank transfer (automatic),116.1,8310.55,0
0678-rlhvp,female,0,0,0,53,,fiber optic,0,0,1,two year,electronic check,105.55,5682.25,0
4315-murbd,female,0,0,0,12,,fiber optic,1,1,1,month-to-month,bank transfer (automatic),98.9,1120.95,1
2267-fpima,male,0,1,0,50,,fiber optic,1,0,0,month-to-month,credit card (automatic),94.4,4914.9,0
1051-gejlj,female,0,0,0,2,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,19.5,27.55,0
9734-ywgex,female,0,0,0,9,,fiber optic,0,0,1,month-to-month,credit card (automatic),98.3,923.5,1
2719-bdaqo,male,0,0,0,17,,fiber optic,1,0,1,month-to-month,electronic check,93.85,1625.65,1
5285-mvehd,female,0,1,0,56,,fiber optic,1,0,1,one year,credit card (automatic),105.6,6068.65,0
0379-djqhr,male,0,1,1,67,,dsl,1,0,1,two year,credit card (automatic),81.35,5398.6,0
0781-lkxbr,male,1,0,0,9,,fiber optic,0,0,1,month-to-month,electronic check,100.5,918.6,1
5543-qdcry,male,0,0,0,4,,dsl,0,0,1,month-to-month,electronic check,56.4,234.85,0
0297-rbcsg,male,0,0,0,19,,dsl,0,1,0,one year,bank transfer (automatic),65.35,1231.85,0
4694-phwfw,female,0,0,1,8,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,19.95,170.9,0
0835-jkadz,female,0,0,0,71,,fiber optic,0,1,1,two year,electronic check,111.25,7984.15,0
1907-ubqfc,male,1,0,0,10,,fiber optic,0,0,0,month-to-month,electronic check,72.85,688.65,1
7508-smhxl,female,1,0,0,15,,fiber optic,0,0,1,month-to-month,credit card (automatic),89.0,1288.3,0
3865-yiott,male,0,1,1,72,,fiber optic,1,0,1,one year,bank transfer (automatic),106.1,7848.5,0
5993-bqhea,male,0,0,0,12,,0,no internet service,no internet service,no internet service,one year,credit card (automatic),20.05,267.0,0
6024-ruggh,male,0,1,1,72,,0,no internet service,no internet service,no internet service,two year,bank transfer (automatic),25.2,1798.9,0
6513-eecdb,male,1,1,0,1,,fiber optic,0,0,0,month-to-month,electronic check,73.55,73.55,1
3956-cjust,female,1,0,0,23,,fiber optic,1,0,0,month-to-month,bank transfer (automatic),75.4,1643.55,0
4079-wwqqq,male,0,0,0,72,,dsl,1,1,1,two year,bank transfer (automatic),65.55,4807.45,0
6103-bocou,female,0,0,0,26,,fiber optic,0,0,0,month-to-month,electronic check,80.7,2193.0,0
5149-tgwdz,female,0,0,0,21,,fiber optic,0,1,1,one year,mailed check,104.55,2239.4,0
7471-wnsuf,male,0,1,0,60,,0,no internet service,no internet service,no internet service,one year,bank transfer (automatic),24.15,1505.9,0
8942-dbmhz,male,0,0,0,12,,0,no internet service,no internet service,no internet service,month-to-month,mailed check,20.45,255.35,0
4301-vvzka,male,0,1,0,16,,fiber optic,0,0,0,month-to-month,electronic check,75.4,1189.4,0
9199-pwqvc,female,0,1,0,63,,dsl,1,0,1,one year,credit card (automatic),79.7,4786.15,0
4824-gucby,female,1,0,0,22,,fiber optic,1,0,0,month-to-month,electronic check,81.7,1820.9,0
5393-hjzsm,female,0,1,1,32,,dsl,1,1,0,month-to-month,bank transfer (automatic),76.3,2404.15,0
7074-ievoj,female,1,0,0,3,,fiber optic,0,0,0,month-to-month,electronic check,79.4,205.05,1
9625-qstye,female,0,0,0,13,,fiber optic,0,0,0,month-to-month,electronic check,81.15,952.3,1
0862-prcbs,female,0,1,1,68,,fiber optic,0,1,1,two year,credit card (automatic),103.75,7039.45,0
